,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Label,URL
8089,181.0,4.0,1.0,0.0,148.0,7.0,24.0,3.0,7.0,0.0,13.0,7.333333333333333,44.0,20.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mail01.tinyletterapp.com/Support--1/important-confirm-your-account-1/13669205-service-account-5.000webhostapp.com/account/account/gs_gen/gs321c3043f9edf99647ed762add65f6dc/?REDACTED
8090,38.0,3.0,1.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.scuolascigressoney.net/update.html
8091,202.0,4.0,1.0,0.0,169.0,7.0,24.0,3.0,7.0,0.0,13.0,7.333333333333333,45.0,23.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mail01.tinyletterapp.com/Support--1/friends-romans-countrymen-lend-me-your-ears-2/13668329-service-account-3.000webhostapp.com/mafiiiiiiia/mafiiiiiiia/gs_gen/gs9bb68a92d020f84a0d8f34df0f4e035e/?REDACTED
8092,135.0,2.0,0.0,1.0,16.0,3.0,39.0,3.0,3.0,0.0,20.0,12.333333333333334,8.0,4.0,0.0,46.0,0.0,3.0,34.0,2.0,22.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://americanretrieval-my.sharepoint.com:443/:b:/p/pjohnson/EchWsjmcdClInGo-IaBzTl0BY1lPkJ0KL-7L2rn_BEUXHw?e=Oo9N_i946USNK07yCuVcXg&amp;at=9
8093,51.0,1.0,0.0,0.0,7.0,2.0,19.0,2.0,2.0,0.0,15.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,25.0,1.0,20.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://tokyodreamhouse.com/1122//?sec=iBusiness%20Webinare
8094,133.0,2.0,0.0,1.0,42.0,4.0,36.0,3.0,4.0,0.0,21.0,11.333333333333334,25.0,9.25,0.0,46.0,0.0,1.0,9.0,1.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://thedrinkawaretrust-my.sharepoint.com/:b:/g/personal/amoseley_drinkaware_co_uk/EbjcVJLg3fdGqp4bJS3tVCoB1DT0PqulmB-JIb9HUAO8MQ?e=moalEx
8095,38.0,1.0,0.0,0.0,7.0,2.0,8.0,2.0,2.0,0.0,4.0,3.5,4.0,2.0,0.0,0.0,0.0,0.0,23.0,1.0,18.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://pjcm.net/1122//?sec=Christiane%20Tonke
8096,35.0,1.0,0.0,0.0,7.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,4.0,2.0,0.0,0.0,0.0,0.0,20.0,1.0,15.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://detes.sk/1122//?sec=Yvonne%20Goebel
8097,25.0,1.0,0.0,0.0,7.0,2.0,8.0,2.0,2.0,0.0,5.0,3.5,4.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://detes.sk/1122//?sec=Susan
8098,97.0,2.0,0.0,1.0,13.0,3.0,29.0,3.0,3.0,0.0,14.0,9.0,5.0,3.0,0.0,46.0,0.0,0.0,9.0,1.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://groupmatrix-my.sharepoint.com/:b:/p/corey/ET6Ze1x7jpFDrDsE7epkx0QBw6CjjBu7eoewNkWP0Ho3mQ?e=Ql2oJS
8099,74.0,2.0,0.0,0.0,42.0,3.0,16.0,3.0,3.0,0.0,6.0,4.666666666666667,33.0,12.666666666666666,0.0,4.0,0.0,0.0,12.0,1.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://drive.google.com/file/d/1LUvtjMTfQbe85qV2zd_iQz9cVRtn8Epj/view?usp=sharing
8100,11.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://soo.gd/FS94
8101,26.0,3.0,0.0,0.0,1.0,0.0,25.0,4.0,0.0,0.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://site9548676.92.webydo.com/
8102,26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,14.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://1und1decollect.tumblr.com/
8103,51.0,3.0,1.0,1.0,1.0,0.0,14.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,14.0,1.0,1.0,22.0,1.0,12.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://www.ce-ceva.fr/login_site.php?back_url=%2Fcom%2F404
8104,39.0,2.0,0.0,0.0,17.0,3.0,9.0,2.0,3.0,0.0,5.0,4.0,5.0,4.333333333333333,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sjafc.com/board/data/zidk/japanred.html
8105,42.0,3.0,0.0,0.0,17.0,3.0,18.0,3.0,3.0,0.0,10.0,5.333333333333333,7.0,4.333333333333333,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.afirehorse.com/dss/dhl/dhlpage/dhl.htm
8106,38.0,2.0,0.0,0.0,17.0,3.0,14.0,2.0,3.0,0.0,10.0,6.5,7.0,4.333333333333333,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://afirehorse.com/dss/dhl/dhlpage/dhl.htm
8107,33.0,1.0,0.0,0.0,5.0,2.0,12.0,2.0,2.0,0.0,8.0,5.5,2.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,11.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://phytoger.com/sa//?sec=LeaHoffmann
8108,112.0,3.0,1.0,0.0,6.0,1.0,18.0,3.0,1.0,0.0,11.0,5.333333333333333,4.0,4.0,0.0,11.0,1.0,0.0,77.0,1.0,21.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://atendimento.rnp.br/otrs/customer.pl?Action=PreLogin;RequestedURL=Action=CustomerTicketZoom;TicketNumber=40192749
8109,20.0,1.0,0.0,0.0,5.0,2.0,15.0,2.0,2.0,0.0,11.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://didierpajot.com/cs//
8110,102.0,3.0,0.0,0.0,6.0,1.0,18.0,3.0,1.0,0.0,11.0,5.333333333333333,4.0,4.0,0.0,9.0,1.0,0.0,69.0,1.0,28.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://atendimento.rnp.br/otrs/public.pl?Action=PublicSurvey;PublicSurveyKey=4506f77ac79ba30136a2bfec31707f03
8111,118.0,3.0,1.0,0.0,6.0,1.0,18.0,3.0,1.0,0.0,11.0,5.333333333333333,4.0,4.0,0.0,11.0,1.0,0.0,83.0,1.0,21.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://atendimento.rnp.br/otrs/customer.pl?Action=PreLogin;RequestedURL=Action%3DCustomerTicketZoom%3BTicketNumber%3D40192749
8112,83.0,3.0,0.0,0.0,6.0,1.0,18.0,3.0,1.0,0.0,11.0,5.333333333333333,4.0,4.0,0.0,11.0,1.0,0.0,48.0,1.0,31.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://atendimento.rnp.br/otrs/customer.pl?Action=CustomerTicketZoom;TicketNumber=40192749
8113,21.0,2.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://perron.team/1ndex.php
8114,42.0,2.0,0.0,1.0,20.0,2.0,13.0,2.0,2.0,0.0,10.0,6.0,10.0,8.5,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://spaday-men.ru/wp-content/backups/logon.php
8115,155.0,1.0,1.0,0.0,70.0,4.0,9.0,2.0,4.0,0.0,5.0,4.0,26.0,16.25,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://funeo.com/modules/blockmyaccountfooter/translations/loginpa-log-id003314580124/9796ce7e1653dec3971eb30436129379ODc1MzBhMjFlNGQ0YjgzMzgzM2ZhOGQzYzI1MmU5MjA=
8116,155.0,1.0,1.0,0.0,70.0,4.0,9.0,2.0,4.0,0.0,5.0,4.0,26.0,16.25,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://funeo.com/modules/blockmyaccountfooter/translations/loginpa-log-id003314580124/9796ce7e1653dec3971eb30436129379ODc1MzBhMjFlNGQ0YjgzMzgzM2ZhOGQzYzI1MmU5MjA=
8117,24.0,3.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://pramlee.com.my/intel.htm
8118,300.0,15.0,0.0,0.0,34.0,4.0,14.0,2.0,4.0,0.0,10.0,6.5,8.0,7.25,0.0,7.0,1.0,0.0,222.0,10.0,30.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://defendblog.com/wp-admin/samples/dhlauto/DHLAUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=enquiries@modellandscapeco.com&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4
8119,44.0,3.0,0.0,0.0,16.0,1.0,13.0,3.0,1.0,0.0,5.0,3.6666666666666665,14.0,14.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://2fa.bthei.com/selfEnrollment/Enrollment.aspx
8120,21.0,3.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,6.0,3.3333333333333335,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://ricado.9e.cz/nmp.html
8121,327.0,10.0,1.0,0.0,99.0,7.0,13.0,3.0,7.0,0.0,6.0,3.6666666666666665,32.0,13.0,0.0,16.0,1.0,0.0,199.0,4.0,94.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://www.pcsvet.si/images/banner/login/fc9adb8cbf22d54fe191816d8155ee95/cgi-bin/com/abb2753b3b6ce5325e5cfe196ce4088e/signinsecure.php?country.x=SE&amp;locale.x=sv_SE&amp;customer.x=ID-PA%241%24hO..e1..%242Cj1x8VlVku0pjpkpte8C0&amp;safety=R0Nm26dD2bfuL874t48SXEeFpW15ecsGnqb6hf6O2P86ecZaI7dKiYa9780M3kga7Vx1Bcol4U574r3CJAvj6zHw5QyeT7
8122,44.0,3.0,0.0,0.0,9.0,2.0,22.0,3.0,2.0,0.0,9.0,6.666666666666667,4.0,3.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://alaouiiii.blogspot.com/2019/01/azzadaca.html
8123,21.0,2.0,1.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://usaalogin.tumblr.com/
8124,53.0,2.0,1.0,0.0,27.0,3.0,16.0,2.0,3.0,0.0,12.0,7.5,11.0,7.666666666666667,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://thecoolinist.com/web/wp-includes/customize/login.html
8125,47.0,2.0,1.0,0.0,32.0,4.0,15.0,3.0,4.0,0.0,7.0,4.333333333333333,9.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.clubsba.com/silver/closed/mownjymi=/signin/
8126,58.0,1.0,0.0,0.0,43.0,2.0,15.0,2.0,2.0,0.0,11.0,7.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://emagcreator.com/johnmills/Documents_File_Recieved_0198522/
8127,31.0,1.0,0.0,0.0,5.0,2.0,13.0,2.0,2.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,8.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://vtchekhov.com/sa//?sec=AnnaLisa
8128,18.0,1.0,0.0,0.0,4.0,1.0,14.0,2.0,1.0,0.0,11.0,6.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://idealcaisse.fr/cs/
8129,14.0,1.0,0.0,1.0,4.0,1.0,10.0,2.0,1.0,0.0,7.0,4.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://net-eco.fr/cs/
8130,19.0,2.0,0.0,0.0,4.0,1.0,15.0,3.0,1.0,0.0,7.0,4.333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://openlab.ntic.fr/cs/
8131,50.0,3.0,0.0,0.0,7.0,1.0,20.0,3.0,1.0,0.0,13.0,6.0,5.0,5.0,0.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.cittainfinite.eu/media/paypal-safe-direct.html
8132,19.0,1.0,0.0,0.0,4.0,1.0,15.0,2.0,1.0,0.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://didierpajot.com/cs/
8133,37.0,2.0,0.0,0.0,4.0,1.0,28.0,3.0,1.0,0.0,17.0,8.666666666666666,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mockup.metradigitalmedia.com/ts/fonts
8134,16.0,1.0,0.0,0.0,4.0,1.0,12.0,2.0,1.0,0.0,8.0,5.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://enerclim.com/cs/
8135,15.0,1.0,0.0,0.0,4.0,1.0,11.0,2.0,1.0,0.0,8.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cdgolf44.fr/cs/
8136,125.0,2.0,0.0,1.0,38.0,4.0,32.0,3.0,4.0,0.0,17.0,10.0,21.0,8.25,0.0,46.0,0.0,0.0,9.0,1.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://netorgft971973-my.sharepoint.com/:b:/g/personal/nik_eagle_nikeson_com/Eet5PTAEBbtHn5I1P8JdCFsBgUxvNnML9kzjfugFpMfuCQ?e=3fj2Dm
8137,51.0,3.0,1.0,1.0,15.0,2.0,27.0,3.0,2.0,0.0,14.0,8.333333333333334,8.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://columbus.shortest-route.com/cignaprd/home/login.jsp
8138,23.0,1.0,0.0,1.0,4.0,1.0,19.0,2.0,1.0,0.0,15.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://karate-haguenau.com/cs/
8139,24.0,1.0,0.0,1.0,4.0,1.0,20.0,2.0,1.0,0.0,16.0,9.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://domaine-anthesia.com/cs/
8140,18.0,1.0,0.0,0.0,4.0,1.0,14.0,2.0,1.0,0.0,10.0,6.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://osbconseil.com/cs/
8141,22.0,1.0,0.0,1.0,4.0,1.0,18.0,2.0,1.0,0.0,14.0,8.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://la-biquetterie.com/cs/
8142,18.0,2.0,0.0,0.0,4.0,1.0,14.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://ajang.zouri.jp/cs/
8143,11.0,1.0,0.0,0.0,4.0,1.0,7.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://csbw.fr/cs/
8144,16.0,1.0,0.0,0.0,4.0,1.0,12.0,2.0,1.0,0.0,8.0,5.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://labottee.com/cs/
8145,23.0,1.0,1.0,0.0,10.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/i_logins/
8146,32.0,1.0,0.0,0.0,1.0,0.0,25.0,2.0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://suncityfoaminsulation.com/retail
8147,529.0,2.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,13.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,504.0,1.0,500.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://portal.prizegiveaway.net/?id=1v8qmBegJz7eNHtq50FKpJ0fW7cN%2BwBfdcLFQc0dmJAfQV3IWg4iyjHQ73wrFtWXJZAKE1IPzgh9eHINlTv3RNtRbMEX1FlYbQq81sVmn40uG1CXvY7AfeW3JJet5vkKgKOWBYD0zmTvBs%2F1tAPGBVSmWQe1GkE%2B7vphkRNuWKTF7xOr4xuDKKU2HZ5lmbL6UM8OW9aXR4DAiF5qRZ%2F6vcU8r050NbZozyztFk1TKVewHost5lNyM2b%2BbECnZLs6CB62sB6d%2FUPjjQwrmblHQQ22RReegn6%2FjpuWmv5c8DViy26rDErnoJ2Q3OKGyTOaQSktsr3kesPYpEOmiXQqYT95MAaaDmdAa9p1muWpXB%2BonN9%2B9mByCCd%2BNrjPdddd09HHpQVhpi7z79DIAEogdnkKORHo6y9nmEZj1VJz%2BhMY7dfYV%2Buxo3J6DaTYMPN0QNA7gMyQAeJCaUsAcVryrA%3D%3D
8148,27.0,1.0,0.0,0.0,9.0,2.0,18.0,2.0,2.0,0.0,14.0,8.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://eliteyouthtour.com/gt/live/
8149,30.0,3.0,0.0,0.0,10.0,2.0,13.0,3.0,2.0,0.0,6.0,3.6666666666666665,5.0,3.5,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.agri85.fr/V3/admin/red.php
8150,22.0,1.0,1.0,0.0,9.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/i_login/
8151,29.0,2.0,1.0,0.0,9.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,7.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/i_login/ios.php
8152,46.0,3.0,0.0,0.0,9.0,2.0,26.0,3.0,2.0,0.0,13.0,8.0,4.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://iustrandellda.blogspot.com/2018/12/xavier.html
8153,36.0,3.0,0.0,0.0,6.0,1.0,22.0,3.0,1.0,0.0,10.0,6.666666666666667,4.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://storage.googleapis.com/navy/nfcu.htm
8154,81.0,2.0,0.0,0.0,60.0,4.0,21.0,3.0,4.0,0.0,15.0,6.333333333333333,32.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://halestelevision.co.uk/components/com_contact/cz/fb433a567a0926c8de1ef75826552495/
8155,41.0,1.0,0.0,0.0,21.0,3.0,17.0,2.0,3.0,0.0,13.0,8.0,8.0,5.666666666666667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rbcmontgomery.com/wp-admin/js/widgets/PDF
8156,42.0,1.0,0.0,0.0,25.0,4.0,17.0,2.0,4.0,0.0,13.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rbcmontgomery.com/wp-admin/js/widgets/PDF/
8157,37.0,3.0,1.0,1.0,6.0,1.0,18.0,3.0,1.0,0.0,11.0,5.333333333333333,4.0,4.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.john-ashley.de/bbmt/bbmtlogin.php
8158,38.0,1.0,0.0,0.0,1.0,0.0,34.0,2.0,0.0,0.0,30.0,16.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://innovativemobilephonemarketing.com/don
8159,63.0,3.0,0.0,0.0,42.0,4.0,21.0,3.0,4.0,0.0,13.0,6.333333333333333,15.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.sunburstmedia.com/PronPower/=/Lbb-T-online/lbb-t-online.de/
8160,24.0,1.0,0.0,0.0,11.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/GetTokens/
8161,31.0,2.0,0.0,0.0,11.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,9.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/GetTokens/ios.php
8162,34.0,2.0,1.0,0.0,8.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,6.0,6.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/mobile/Login-Acc.php
8163,35.0,2.0,0.0,0.0,8.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,6.0,6.0,0.0,9.0,1.0,0.0,5.0,1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://rockysite.net/mobile/index.php?i=17
8164,74.0,2.0,0.0,0.0,42.0,3.0,16.0,3.0,3.0,0.0,6.0,4.666666666666667,33.0,12.666666666666666,0.0,4.0,0.0,0.0,12.0,1.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://drive.google.com/file/d/13qb-N9OeZzTR4HRUF5mcmAWgugLosmbd/view?usp=sharing
8165,74.0,2.0,0.0,0.0,45.0,6.0,20.0,2.0,6.0,0.0,16.0,9.5,11.0,6.333333333333333,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://animalwelfareinc.org/wp-content/themes/ado/adobelatest/adbx/home/error.php
8166,74.0,2.0,0.0,0.0,45.0,6.0,20.0,2.0,6.0,0.0,16.0,9.5,11.0,6.333333333333333,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://animalwelfareinc.org/wp-content/themes/ado/adobelatest/adbx/home/index.php
8167,17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,9.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.vintostal.pl/
8168,33.0,2.0,0.0,1.0,1.0,0.0,23.0,3.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://cook.shortest-route.com/zinqmedia
8169,17.0,2.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://email.zalinco.com
8170,18.0,2.0,0.0,0.0,4.0,1.0,14.0,3.0,1.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.oliscn.com/cs/
8171,84.0,4.0,1.0,0.0,60.0,4.0,14.0,3.0,4.0,0.0,7.0,4.0,33.0,13.75,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.zjgsyds.cn/js/?dest&amp;ehozeyhssl=0&amp;https://secure.runescape.com/m=weblogin
8172,54.0,3.0,1.0,0.0,34.0,4.0,10.0,2.0,4.0,0.0,7.0,4.5,20.0,7.25,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://zjgsyds.cn/js/?https://secure.runescape.com/m=weblogin
8173,25.0,2.0,0.0,1.0,0.0,0.0,25.0,3.0,0.0,0.0,12.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://verif-main2d.blogspot.com
8174,32.0,1.0,1.0,0.0,10.0,2.0,22.0,2.0,2.0,0.0,18.0,10.5,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://kensonsitepcrepair.com/a/secure/
8175,31.0,1.0,1.0,0.0,3.0,1.0,22.0,2.0,1.0,0.0,18.0,10.5,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://kensonsitepcrepair.com/a/secure
8176,21.0,2.0,0.0,0.0,4.0,1.0,17.0,3.0,1.0,0.0,10.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.chinadryer.cn/pa/
